,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01
1045,27.0,24.0,40.0,44.0,43.0,31.0,100.0,64.0,38.0,84.0,42.0,44.0,33.0,25.0,23.0,21.0,17.0,17.0,17.0,22.0,23.0,26.0,44.0,17.0,16.0,15.0,15.0,14.0,14.0,13.0,14.0,14.0,15.0,13.0,19.0,17.0,17.0,16.0,13.0,12.0,12.0,13.0,12.0,14.0,14.0,15.0,14.0,13.0,15.0,12.0,12.0,15.0,11.0,10.0,10.0,12.0,10.0,11.0,11.0,9.0,15.0,18.0,11.0,12.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,8.0,10.0,11.0,10.0,8.0,9.0,9.0,10.0,8.0,7.0,7.0,7.0,9.0,8.0,11.0,8.0,7.0,7.0,9.0,9.0,14.0,12.0
1046,27.0,20.0,23.0,19.0,17.0,33.0,19.0,14.0,12.0,21.0,24.0,17.0,32.0,18.0,19.0,23.0,17.0,15.0,21.0,15.0,50.0,37.0,18.0,14.0,23.0,20.0,37.0,31.0,24.0,46.0,29.0,43.0,37.0,34.0,31.0,44.0,29.0,61.0,49.0,27.0,60.0,39.0,40.0,38.0,59.0,23.0,45.0,48.0,50.0,41.0,51.0,72.0,70.0,36.0,78.0,47.0,61.0,53.0,63.0,49.0,41.0,56.0,66.0,77.0,59.0,40.0,55.0,54.0,56.0,62.0,46.0,52.0,50.0,41.0,45.0,35.0,40.0,53.0,43.0,45.0,50.0,58.0,59.0,46.0,48.0,100.0,68.0,36.0,40.0,33.0,46.0,52.0,53.0,34.0,32.0
1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,46.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,43.0,0.0,46.0,0.0,46.0,0.0,0.0,42.0,44.0,0.0,0.0,0.0,0.0,42.0,43.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
1048,100.0,93.0,90.0,80.0,77.0,71.0,70.0,70.0,69.0,84.0,65.0,76.0,77.0,71.0,75.0,67.0,60.0,60.0,50.0,52.0,47.0,66.0,60.0,55.0,57.0,61.0,48.0,50.0,48.0,48.0,44.0,44.0,40.0,43.0,42.0,41.0,44.0,48.0,41.0,40.0,38.0,39.0,36.0,29.0,36.0,36.0,29.0,32.0,37.0,34.0,40.0,30.0,33.0,29.0,30.0,29.0,24.0,30.0,33.0,29.0,30.0,29.0,29.0,31.0,31.0,27.0,22.0,23.0,26.0,26.0,25.0,32.0,26.0,28.0,24.0,28.0,45.0,32.0,30.0,28.0,32.0,33.0,33.0,31.0,34.0,34.0,46.0,38.0,35.0,35.0,35.0,34.0,37.0,42.0,40.0
1053,26.0,26.0,23.0,21.0,23.0,25.0,28.0,45.0,50.0,100.0,60.0,49.0,48.0,49.0,42.0,41.0,44.0,46.0,43.0,40.0,35.0,35.0,33.0,29.0,28.0,38.0,28.0,26.0,25.0,24.0,22.0,23.0,23.0,21.0,21.0,20.0,20.0,20.0,18.0,17.0,19.0,17.0,19.0,17.0,16.0,15.0,16.0,15.0,15.0,15.0,14.0,13.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,35.0,23.0,54.0,33.0,31.0,28.0,24.0,23.0,26.0,20.0,18.0,17.0,14.0,15.0,16.0,14.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,11.0,9.0,8.0,10.0,9.0,9.0,8.0,8.0
1054,89.0,86.0,83.0,87.0,83.0,84.0,82.0,69.0,73.0,77.0,76.0,74.0,77.0,87.0,84.0,80.0,88.0,82.0,77.0,72.0,75.0,77.0,76.0,82.0,74.0,84.0,80.0,76.0,81.0,82.0,69.0,72.0,75.0,74.0,77.0,78.0,73.0,79.0,78.0,76.0,74.0,87.0,81.0,86.0,100.0,84.0,79.0,78.0,76.0,79.0,79.0,72.0,76.0,74.0,67.0,72.0,65.0,72.0,68.0,69.0,73.0,68.0,72.0,74.0,70.0,76.0,63.0,72.0,68.0,69.0,66.0,78.0,69.0,68.0,72.0,80.0,72.0,72.0,68.0,69.0,72.0,80.0,76.0,74.0,77.0,72.0,72.0,75.0,78.0,80.0,68.0,72.0,79.0,76.0,76.0
1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,5.0,0.0,4.0,3.0,0.0,3.0,0.0,3.0,3.0,75.0,24.0,9.0,15.0,19.0,81.0,71.0,59.0,49.0,36.0,35.0,54.0,42.0,34.0,39.0,59.0,73.0,59.0,100.0,33.0,29.0,30.0,28.0,17.0,16.0,20.0,18.0,19.0,20.0,19.0,26.0,40.0,16.0,25.0,25.0,29.0,13.0,19.0,26.0,63.0,62.0,41.0,42.0,37.0,58.0,49.0,29.0,23.0,25.0,17.0,25.0
1057,0.0,34.0,35.0,0.0,34.0,32.0,0.0,32.0,65.0,32.0,59.0,0.0,0.0,27.0,59.0,53.0,27.0,26.0,0.0,44.0,26.0,77.0,24.0,25.0,0.0,46.0,0.0,34.0,24.0,0.0,40.0,26.0,38.0,0.0,47.0,40.0,23.0,22.0,48.0,0.0,22.0,22.0,44.0,0.0,43.0,0.0,30.0,31.0,62.0,42.0,22.0,21.0,100.0,42.0,44.0,52.0,34.0,44.0,43.0,42.0,21.0,20.0,0.0,25.0,54.0,30.0,21.0,20.0,69.0,30.0,29.0,32.0,20.0,18.0,20.0,48.0,25.0,18.0,28.0,30.0,67.0,49.0,35.0,67.0,50.0,30.0,29.0,27.0,43.0,26.0,30.0,24.0,18.0,26.0,16.0
1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,81.0,92.0,81.0,90.0,86.0,90.0,75.0,99.0,89.0,87.0,80.0,76.0,80.0,86.0,84.0,80.0,76.0,67.0,73.0,86.0,75.0,70.0,69.0,100.0,82.0,94.0,82.0,78.0,67.0,69.0,67.0,85.0,72.0,65.0,86.0,81.0,70.0,73.0,66.0,61.0,68.0,61.0,73.0,74.0,69.0,67.0,68.0,61.0,70.0,88.0,56.0,61.0,55.0,57.0,57.0,64.0,49.0,55.0,64.0,54.0,53.0,61.0,85.0,73.0,64.0,57.0,60.0,63.0,60.0,57.0,66.0,64.0,61.0,66.0,63.0,58.0,66.0,58.0,56.0,58.0,70.0,59.0,53.0,55.0,58.0,62.0,66.0,57.0,51.0,49.0,54.0,58.0,55.0,53.0,49.0
1061,5.0,3.0,12.0,3.0,6.0,3.0,3.0,0.0,8.0,4.0,0.0,3.0,4.0,0.0,3.0,2.0,7.0,2.0,7.0,8.0,16.0,9.0,13.0,12.0,23.0,15.0,23.0,25.0,23.0,21.0,17.0,30.0,22.0,15.0,23.0,23.0,16.0,19.0,23.0,25.0,22.0,24.0,17.0,49.0,41.0,25.0,23.0,29.0,30.0,31.0,53.0,75.0,37.0,28.0,24.0,30.0,49.0,39.0,36.0,27.0,20.0,14.0,32.0,28.0,50.0,31.0,27.0,22.0,36.0,30.0,39.0,32.0,19.0,16.0,17.0,26.0,16.0,31.0,31.0,39.0,60.0,100.0,44.0,21.0,23.0,25.0,31.0,21.0,14.0,20.0,38.0,24.0,17.0,22.0,44.0
1062,7.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,11.0,5.0,0.0,6.0,5.0,5.0,0.0,0.0,10.0,5.0,5.0,0.0,9.0,5.0,0.0,5.0,10.0,8.0,10.0,5.0,5.0,0.0,9.0,0.0,0.0,5.0,9.0,11.0,13.0,4.0,6.0,14.0,8.0,8.0,19.0,14.0,12.0,20.0,15.0,11.0,23.0,21.0,25.0,22.0,15.0,15.0,40.0,45.0,52.0,43.0,42.0,48.0,25.0,18.0,33.0,31.0,63.0,34.0,44.0,80.0,50.0,31.0,54.0,45.0,39.0,100.0,83.0,80.0,50.0,25.0,38.0,12.0,38.0,23.0,30.0,30.0,47.0,27.0,26.0,23.0
1063,46.0,54.0,69.0,78.0,72.0,60.0,57.0,62.0,55.0,59.0,49.0,59.0,53.0,64.0,50.0,65.0,62.0,62.0,65.0,56.0,57.0,60.0,56.0,62.0,63.0,72.0,100.0,64.0,63.0,71.0,55.0,56.0,49.0,67.0,58.0,63.0,57.0,53.0,49.0,49.0,53.0,52.0,44.0,46.0,44.0,41.0,42.0,43.0,38.0,38.0,46.0,61.0,62.0,89.0,74.0,75.0,67.0,55.0,53.0,52.0,56.0,43.0,44.0,46.0,44.0,35.0,33.0,34.0,38.0,35.0,32.0,30.0,29.0,34.0,36.0,28.0,31.0,27.0,25.0,28.0,31.0,28.0,26.0,25.0,26.0,28.0,32.0,31.0,29.0,26.0,26.0,32.0,34.0,28.0,30.0
1064,20.0,13.0,12.0,22.0,19.0,10.0,10.0,8.0,8.0,9.0,11.0,14.0,10.0,10.0,16.0,8.0,9.0,19.0,6.0,12.0,13.0,22.0,52.0,44.0,47.0,62.0,63.0,69.0,46.0,46.0,42.0,39.0,47.0,48.0,46.0,42.0,41.0,52.0,43.0,51.0,43.0,49.0,95.0,84.0,82.0,62.0,95.0,100.0,84.0,82.0,86.0,92.0,76.0,70.0,75.0,64.0,62.0,81.0,59.0,70.0,62.0,70.0,71.0,50.0,61.0,72.0,57.0,50.0,53.0,53.0,70.0,59.0,58.0,72.0,94.0,68.0,46.0,41.0,44.0,44.0,45.0,44.0,42.0,28.0,38.0,34.0,28.0,25.0,34.0,30.0,22.0,30.0,33.0,24.0,22.0
1067,27.0,46.0,92.0,55.0,75.0,63.0,100.0,85.0,40.0,67.0,59.0,46.0,25.0,39.0,21.0,30.0,32.0,36.0,20.0,34.0,36.0,44.0,62.0,30.0,18.0,21.0,15.0,17.0,15.0,18.0,14.0,16.0,21.0,14.0,18.0,31.0,19.0,37.0,60.0,47.0,45.0,30.0,26.0,19.0,23.0,29.0,24.0,25.0,17.0,15.0,22.0,21.0,22.0,10.0,11.0,10.0,7.0,11.0,11.0,8.0,12.0,12.0,13.0,12.0,15.0,14.0,6.0,10.0,14.0,18.0,12.0,12.0,9.0,10.0,25.0,21.0,35.0,22.0,22.0,14.0,22.0,16.0,18.0,8.0,11.0,8.0,9.0,11.0,10.0,9.0,8.0,12.0,10.0,8.0,7.0
1069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,2.0,8.0,1.0,4.0,3.0,3.0,4.0,7.0,4.0,3.0,6.0,7.0,4.0,2.0,3.0,3.0,2.0,4.0,7.0,6.0,5.0,7.0,15.0,16.0,21.0,80.0,47.0,35.0,28.0,23.0,27.0,55.0,36.0,31.0,23.0,20.0,19.0,9.0,15.0,9.0,14.0,8.0,10.0,6.0,11.0,18.0,33.0,38.0,75.0,100.0,69.0,59.0,56.0,35.0,44.0
1070,0.0,46.0,0.0,0.0,45.0,0.0,0.0,0.0,43.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,0.0,27.0,0.0,0.0,0.0,30.0,0.0,29.0,56.0,29.0,0.0,0.0,30.0,28.0,0.0,28.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,39.0,26.0,39.0,0.0,27.0,49.0,50.0,49.0,51.0,62.0,24.0,74.0,83.0,37.0,100.0,0.0,39.0,24.0,37.0,35.0,49.0,71.0,24.0,0.0,55.0
1073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,95.0,0.0,52.0,66.0,49.0,40.0,24.0,51.0,50.0,70.0,55.0,54.0,65.0,100.0,63.0,38.0,47.0,25.0,23.0,0.0,23.0,48.0,23.0,0.0,22.0,0.0,0.0,22.0,0.0,23.0,44.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,22.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,21.0,43.0,0.0,0.0,21.0,0.0,0.0,19.0,0.0,0.0,59.0,20.0,0.0,0.0,19.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,44.0,100.0,41.0,49.0,60.0,19.0,20.0,77.0,76.0,48.0,52.0,36.0,44.0,48.0,17.0,0.0,24.0,31.0,16.0,23.0,31.0,15.0,50.0,15.0,29.0,41.0,15.0,27.0,14.0,49.0,16.0,23.0,30.0,36.0,0.0,35.0,14.0,26.0,14.0,19.0,0.0,26.0,26.0,45.0,51.0,13.0,18.0,55.0,18.0,25.0,33.0,30.0,25.0,56.0,32.0,26.0,27.0,20.0,13.0,19.0,37.0,41.0,12.0,22.0,18.0,29.0,25.0,31.0,12.0,30.0,23.0,40.0,23.0,27.0,24.0,11.0,17.0,11.0,11.0,22.0,22.0,49.0,21.0,27.0,11.0,32.0,11.0,21.0,22.0,31.0,27.0,16.0,37.0,15.0,19.0
1078,77.0,24.0,24.0,46.0,24.0,46.0,24.0,23.0,56.0,57.0,41.0,21.0,42.0,19.0,21.0,46.0,38.0,36.0,56.0,0.0,19.0,27.0,17.0,26.0,26.0,32.0,18.0,24.0,42.0,33.0,28.0,63.0,54.0,0.0,16.0,50.0,42.0,0.0,34.0,38.0,16.0,15.0,32.0,15.0,38.0,37.0,21.0,29.0,22.0,30.0,31.0,14.0,23.0,37.0,15.0,16.0,16.0,0.0,15.0,0.0,29.0,14.0,15.0,13.0,100.0,42.0,0.0,15.0,14.0,14.0,27.0,55.0,40.0,26.0,14.0,13.0,20.0,39.0,13.0,0.0,13.0,26.0,25.0,13.0,13.0,19.0,34.0,0.0,13.0,12.0,32.0,12.0,12.0,18.0,12.0
1079,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,48.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,45.0,43.0,0.0,45.0,0.0,83.0,0.0,0.0,41.0,0.0,0.0,37.0,0.0,0.0,39.0,83.0,38.0,0.0,0.0,40.0,62.0,0.0,0.0,0.0,38.0,39.0,36.0,77.0,46.0,0.0,0.0,39.0,38.0,0.0,37.0,53.0,35.0,36.0,33.0,0.0,0.0,0.0,34.0,0.0,34.0,100.0,35.0,33.0,69.0,0.0,33.0,35.0,32.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
1080,6.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,18.0,27.0,9.0,7.0,3.0,17.0,11.0,7.0,3.0,4.0,7.0,4.0,7.0,13.0,7.0,25.0,16.0,78.0,35.0,26.0,16.0,10.0,15.0,11.0,9.0,13.0,32.0,32.0,11.0,16.0,27.0,44.0,49.0,49.0,23.0,14.0,12.0,18.0,8.0,19.0,14.0,17.0,43.0,24.0,33.0,23.0,100.0,44.0,27.0,28.0,42.0,22.0
1081,92.0,94.0,100.0,96.0,96.0,93.0,76.0,77.0,74.0,84.0,77.0,82.0,68.0,93.0,85.0,77.0,80.0,76.0,74.0,58.0,67.0,71.0,70.0,87.0,75.0,75.0,94.0,77.0,70.0,71.0,64.0,56.0,64.0,72.0,68.0,77.0,77.0,98.0,93.0,89.0,80.0,73.0,65.0,61.0,62.0,68.0,71.0,73.0,68.0,86.0,75.0,79.0,70.0,70.0,56.0,52.0,51.0,69.0,80.0,79.0,69.0,78.0,73.0,73.0,69.0,67.0,61.0,60.0,59.0,63.0,70.0,73.0,70.0,74.0,65.0,76.0,63.0,72.0,57.0,51.0,54.0,63.0,60.0,51.0,58.0,67.0,64.0,57.0,59.0,64.0,58.0,62.0,52.0,53.0,61.0
1082,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,6.0,12.0,9.0,8.0,8.0,7.0,9.0,5.0,6.0,8.0,14.0,11.0,10.0,9.0,8.0,20.0,25.0,100.0,60.0,41.0,35.0,32.0,36.0,45.0,34.0,32.0,31.0,23.0,19.0,22.0,22.0,18.0,21.0,21.0,22.0,23.0,20.0,17.0,30.0,19.0,24.0,38.0,41.0,31.0,22.0,27.0,17.0,21.0,26.0,26.0,16.0,16.0,22.0,31.0,27.0,17.0,18.0,30.0,22.0,17.0,13.0,17.0,13.0,15.0,16.0,19.0,25.0,28.0,41.0,27.0,33.0,23.0,32.0,25.0,31.0,22.0,27.0,23.0,18.0,19.0,22.0,25.0,22.0,21.0,15.0,21.0
1084,25.0,16.0,32.0,31.0,46.0,15.0,30.0,0.0,15.0,15.0,27.0,34.0,13.0,19.0,14.0,18.0,12.0,24.0,12.0,0.0,24.0,100.0,45.0,46.0,23.0,32.0,23.0,41.0,17.0,38.0,60.0,41.0,18.0,11.0,32.0,38.0,22.0,20.0,45.0,20.0,15.0,10.0,10.0,20.0,10.0,29.0,14.0,28.0,10.0,29.0,10.0,33.0,30.0,10.0,15.0,40.0,31.0,20.0,49.0,54.0,10.0,14.0,10.0,17.0,9.0,9.0,19.0,19.0,14.0,23.0,9.0,31.0,35.0,25.0,19.0,8.0,9.0,8.0,9.0,9.0,9.0,34.0,16.0,13.0,13.0,12.0,9.0,40.0,8.0,28.0,17.0,16.0,8.0,24.0,8.0
1085,25.0,18.0,21.0,17.0,19.0,15.0,16.0,18.0,17.0,24.0,17.0,24.0,29.0,21.0,15.0,14.0,20.0,13.0,17.0,16.0,16.0,18.0,18.0,18.0,24.0,17.0,17.0,16.0,23.0,19.0,13.0,19.0,18.0,20.0,21.0,23.0,33.0,26.0,26.0,22.0,24.0,21.0,24.0,27.0,23.0,23.0,20.0,22.0,28.0,30.0,25.0,17.0,22.0,26.0,21.0,20.0,24.0,18.0,28.0,28.0,35.0,33.0,46.0,35.0,37.0,30.0,62.0,64.0,45.0,50.0,45.0,58.0,51.0,39.0,31.0,31.0,29.0,42.0,36.0,46.0,45.0,58.0,100.0,88.0,72.0,71.0,67.0,56.0,66.0,42.0,48.0,49.0,61.0,45.0,49.0
1086,38.0,38.0,14.0,31.0,24.0,35.0,23.0,35.0,33.0,28.0,30.0,20.0,27.0,22.0,23.0,22.0,24.0,24.0,19.0,23.0,20.0,19.0,18.0,13.0,23.0,27.0,28.0,16.0,30.0,18.0,16.0,21.0,22.0,23.0,17.0,17.0,23.0,24.0,32.0,26.0,28.0,37.0,28.0,21.0,32.0,16.0,16.0,30.0,23.0,26.0,26.0,34.0,32.0,22.0,29.0,37.0,31.0,29.0,65.0,100.0,24.0,42.0,24.0,21.0,31.0,28.0,21.0,31.0,33.0,20.0,28.0,26.0,23.0,32.0,27.0,42.0,40.0,21.0,29.0,36.0,28.0,33.0,26.0,37.0,22.0,32.0,37.0,26.0,27.0,30.0,22.0,28.0,28.0,16.0,22.0
1087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,2.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,20.0,19.0,9.0,10.0,6.0,18.0,12.0,34.0,73.0,58.0,38.0,48.0,21.0,48.0,44.0,36.0,34.0,20.0,32.0,31.0,37.0,26.0,24.0,33.0,20.0,15.0,17.0,15.0,15.0,14.0,20.0,19.0,14.0,12.0,16.0,11.0,8.0,10.0,33.0,36.0,16.0,22.0,9.0,13.0,9.0,19.0,11.0,9.0,13.0,10.0,7.0,11.0,19.0,19.0,30.0,100.0,65.0,55.0,35.0,39.0,32.0,20.0,17.0,19.0,30.0,30.0,11.0,9.0,28.0,18.0,21.0,14.0,21.0,10.0,13.0,7.0,13.0,11.0,13.0,11.0
1090,0.0,0.0,16.0,0.0,8.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,13.0,9.0,6.0,6.0,6.0,6.0,6.0,19.0,13.0,26.0,17.0,13.0,14.0,9.0,9.0,8.0,18.0,9.0,6.0,6.0,5.0,8.0,0.0,0.0,5.0,10.0,0.0,5.0,10.0,10.0,8.0,13.0,18.0,25.0,12.0,16.0,18.0,9.0,10.0,19.0,10.0,10.0,14.0,15.0,12.0,11.0,16.0,18.0,8.0,14.0,7.0,18.0,12.0,11.0,9.0,8.0,7.0,11.0,7.0,8.0,30.0,71.0,100.0,59.0,50.0,54.0,55.0,64.0,55.0,48.0,75.0,54.0,33.0,29.0,27.0,19.0,33.0,36.0,38.0,30.0,21.0
1092,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,5.0,4.0,2.0,2.0,2.0,0.0,4.0,7.0,9.0,15.0,12.0,14.0,11.0,32.0,32.0,100.0,81.0,44.0,50.0,27.0,26.0,26.0,9.0,15.0,19.0,6.0,13.0,9.0,8.0,16.0,10.0,9.0,12.0,25.0,97.0,73.0,40.0,17.0,18.0,12.0,14.0,11.0,10.0,9.0,13.0,30.0,22.0,17.0,16.0,14.0,11.0,9.0,7.0,10.0,8.0,6.0,10.0,5.0,8.0,6.0,6.0,6.0,5.0,9.0,12.0,7.0,8.0,6.0
1093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,49.0,35.0,35.0,26.0,30.0,0.0,15.0,10.0,11.0,70.0,26.0,41.0,30.0,10.0,52.0,10.0,14.0,29.0,39.0,20.0,39.0,28.0,34.0,41.0,42.0,28.0,26.0,33.0,39.0,76.0,92.0,71.0,65.0,95.0,31.0,55.0,100.0,44.0,17.0,36.0,34.0,40.0,21.0,69.0,51.0,25.0,33.0,35.0
1094,55.0,36.0,45.0,37.0,36.0,32.0,45.0,24.0,39.0,49.0,36.0,34.0,29.0,41.0,29.0,77.0,100.0,89.0,55.0,66.0,46.0,39.0,59.0,62.0,54.0,31.0,42.0,39.0,52.0,48.0,40.0,39.0,52.0,46.0,30.0,52.0,34.0,20.0,25.0,36.0,39.0,74.0,49.0,26.0,36.0,32.0,24.0,11.0,37.0,33.0,20.0,31.0,28.0,46.0,33.0,29.0,77.0,43.0,24.0,56.0,41.0,37.0,43.0,30.0,34.0,30.0,32.0,33.0,33.0,28.0,26.0,25.0,34.0,29.0,15.0,33.0,9.0,19.0,20.0,21.0,21.0,20.0,17.0,15.0,7.0,12.0,20.0,15.0,21.0,16.0,19.0,19.0,31.0,22.0,10.0
1095,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,4.0,13.0,26.0,23.0,33.0,99.0,76.0,58.0,61.0,58.0,59.0,100.0,59.0,77.0,62.0,39.0,35.0,34.0,28.0,24.0,45.0,25.0,26.0,22.0,21.0,29.0,44.0,39.0,32.0,31.0,26.0,27.0,29.0,28.0,26.0,26.0,32.0,31.0,49.0,53.0,81.0,64.0,56.0,64.0,77.0,52.0,45.0,41.0,34.0,46.0,33.0,39.0,36.0,36.0,35.0,33.0,28.0,29.0
1098,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,89.0,87.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,67.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,69.0,0.0,0.0,64.0,0.0,0.0,0.0,64.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,57.0,0.0,0.0,0.0,54.0,0.0,0.0,51.0,0.0
