,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01
2050,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,11.0,23.0,37.0,36.0,22.0,29.0,34.0,51.0,54.0,18.0,23.0,18.0,15.0,17.0,22.0,37.0,33.0,19.0,15.0,17.0,12.0,18.0,15.0,26.0,22.0,15.0,14.0,15.0,10.0,11.0,13.0,11.0,13.0,11.0,12.0,11.0,10.0,10.0,11.0,11.0,100.0,23.0,16.0,15.0,29.0,42.0,12.0,21.0,11.0,11.0,9.0,10.0,12.0,10.0,10.0,11.0,9.0,10.0,8.0,9.0,6.0,8.0,9.0,10.0,10.0,10.0,6.0,6.0,7.0,7.0,9.0,9.0,7.0,8.0
2051,100.0,46.0,47.0,46.0,47.0,43.0,0.0,66.0,44.0,44.0,0.0,55.0,0.0,0.0,41.0,36.0,38.0,0.0,36.0,37.0,0.0,36.0,34.0,51.0,34.0,0.0,35.0,0.0,32.0,0.0,37.0,0.0,36.0,0.0,0.0,0.0,33.0,60.0,65.0,89.0,0.0,0.0,0.0,0.0,0.0,30.0,27.0,0.0,29.0,29.0,0.0,28.0,30.0,29.0,0.0,63.0,63.0,91.0,29.0,57.0,28.0,27.0,29.0,0.0,28.0,81.0,29.0,57.0,0.0,0.0,0.0,0.0,79.0,26.0,0.0,49.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,45.0
2052,85.0,100.0,95.0,79.0,66.0,79.0,77.0,61.0,61.0,79.0,66.0,87.0,68.0,74.0,71.0,79.0,67.0,80.0,76.0,85.0,87.0,77.0,63.0,70.0,82.0,81.0,53.0,68.0,66.0,83.0,86.0,54.0,57.0,73.0,70.0,68.0,79.0,56.0,57.0,65.0,52.0,58.0,61.0,56.0,54.0,45.0,56.0,60.0,83.0,57.0,46.0,45.0,61.0,49.0,73.0,97.0,72.0,56.0,68.0,55.0,59.0,52.0,45.0,46.0,58.0,90.0,56.0,70.0,84.0,72.0,82.0,48.0,77.0,57.0,45.0,80.0,52.0,59.0,41.0,45.0,73.0,60.0,52.0,39.0,52.0,50.0,50.0,64.0,44.0,61.0,35.0,35.0,43.0,28.0,39.0
2058,49.0,69.0,59.0,71.0,63.0,61.0,37.0,46.0,47.0,46.0,40.0,42.0,35.0,63.0,56.0,49.0,57.0,57.0,49.0,31.0,40.0,53.0,58.0,47.0,48.0,37.0,49.0,60.0,52.0,55.0,42.0,56.0,64.0,50.0,47.0,60.0,44.0,53.0,48.0,65.0,49.0,47.0,55.0,60.0,38.0,53.0,58.0,55.0,100.0,64.0,60.0,74.0,94.0,68.0,52.0,46.0,49.0,45.0,49.0,59.0,53.0,57.0,64.0,75.0,59.0,55.0,54.0,41.0,48.0,60.0,49.0,63.0,62.0,55.0,57.0,74.0,62.0,58.0,53.0,42.0,49.0,57.0,55.0,63.0,49.0,52.0,65.0,56.0,61.0,45.0,55.0,51.0,39.0,47.0,44.0
2060,27.0,21.0,33.0,20.0,27.0,19.0,20.0,13.0,16.0,18.0,17.0,25.0,18.0,19.0,12.0,18.0,16.0,17.0,13.0,18.0,23.0,16.0,14.0,19.0,13.0,33.0,39.0,50.0,39.0,100.0,81.0,58.0,36.0,31.0,60.0,37.0,53.0,33.0,21.0,19.0,21.0,14.0,22.0,15.0,13.0,12.0,14.0,10.0,12.0,12.0,7.0,12.0,12.0,11.0,7.0,4.0,7.0,7.0,6.0,7.0,8.0,7.0,11.0,7.0,15.0,5.0,4.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,4.0,4.0,13.0,6.0,7.0,8.0,7.0,5.0,8.0,5.0,4.0,7.0,3.0,4.0,6.0,6.0,4.0,5.0,4.0,7.0,4.0
2061,77.0,63.0,60.0,54.0,61.0,68.0,61.0,56.0,46.0,55.0,48.0,49.0,48.0,54.0,44.0,52.0,58.0,57.0,53.0,35.0,60.0,52.0,45.0,56.0,49.0,59.0,45.0,61.0,56.0,61.0,58.0,60.0,57.0,40.0,51.0,52.0,52.0,54.0,48.0,49.0,56.0,66.0,68.0,67.0,62.0,65.0,68.0,60.0,60.0,43.0,66.0,44.0,53.0,75.0,60.0,85.0,68.0,69.0,68.0,40.0,42.0,37.0,34.0,55.0,67.0,57.0,47.0,58.0,61.0,44.0,46.0,43.0,72.0,52.0,59.0,37.0,61.0,61.0,52.0,37.0,45.0,33.0,47.0,36.0,47.0,48.0,65.0,76.0,57.0,63.0,86.0,73.0,100.0,80.0,90.0
2062,62.0,70.0,74.0,81.0,76.0,80.0,83.0,80.0,82.0,86.0,87.0,85.0,76.0,81.0,100.0,79.0,93.0,72.0,77.0,72.0,79.0,79.0,100.0,86.0,84.0,76.0,82.0,75.0,74.0,73.0,61.0,78.0,68.0,63.0,62.0,62.0,56.0,55.0,60.0,57.0,53.0,52.0,50.0,49.0,49.0,45.0,47.0,45.0,50.0,42.0,48.0,43.0,46.0,44.0,46.0,46.0,39.0,43.0,43.0,43.0,47.0,47.0,47.0,43.0,40.0,37.0,42.0,41.0,35.0,33.0,33.0,38.0,40.0,35.0,46.0,41.0,42.0,37.0,36.0,38.0,33.0,34.0,35.0,34.0,38.0,32.0,34.0,28.0,29.0,31.0,30.0,30.0,35.0,32.0,23.0
2063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,28.0,29.0,0.0,0.0,70.0,26.0,0.0,27.0,25.0,0.0,25.0,52.0,50.0,39.0,25.0,38.0,26.0,61.0,25.0,0.0,0.0,52.0,24.0,38.0,84.0,100.0,49.0,49.0,36.0,23.0
2065,29.0,40.0,24.0,55.0,27.0,35.0,23.0,25.0,41.0,28.0,20.0,17.0,12.0,36.0,17.0,31.0,19.0,28.0,21.0,13.0,49.0,100.0,29.0,15.0,24.0,25.0,39.0,13.0,35.0,12.0,26.0,28.0,15.0,22.0,27.0,19.0,14.0,26.0,16.0,17.0,16.0,13.0,13.0,19.0,15.0,19.0,33.0,20.0,10.0,9.0,9.0,9.0,9.0,12.0,19.0,9.0,10.0,13.0,10.0,12.0,6.0,9.0,9.0,14.0,18.0,17.0,12.0,14.0,6.0,12.0,8.0,6.0,6.0,11.0,9.0,5.0,17.0,5.0,8.0,5.0,9.0,0.0,10.0,9.0,9.0,16.0,11.0,7.0,16.0,15.0,16.0,10.0,5.0,15.0,5.0
2066,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,15.0,9.0,9.0,9.0,21.0,3.0,6.0,4.0,6.0,7.0,7.0,10.0,13.0,18.0,12.0,100.0,33.0,33.0,23.0,21.0,21.0,21.0,20.0,41.0,29.0,18.0,24.0,38.0,18.0,14.0,17.0,24.0,27.0,30.0,38.0,29.0,20.0,17.0,20.0,23.0,12.0,13.0,11.0,16.0,14.0
2067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,25.0,0.0,0.0,46.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,67.0,22.0,23.0,23.0,24.0,24.0,33.0,22.0,0.0,21.0,33.0,73.0,66.0,28.0,30.0,33.0,42.0,42.0,88.0,75.0,20.0,48.0,42.0,51.0,100.0,26.0,29.0,20.0,38.0,40.0,56.0,19.0,0.0,28.0,41.0,47.0,61.0,81.0,29.0,38.0,31.0,46.0,41.0
2068,64.0,82.0,70.0,71.0,71.0,72.0,61.0,52.0,55.0,66.0,93.0,100.0,65.0,83.0,75.0,75.0,84.0,68.0,61.0,51.0,50.0,73.0,83.0,84.0,76.0,78.0,70.0,78.0,81.0,71.0,68.0,50.0,44.0,66.0,83.0,88.0,83.0,82.0,73.0,81.0,75.0,74.0,63.0,45.0,44.0,77.0,80.0,91.0,78.0,73.0,74.0,75.0,70.0,77.0,64.0,41.0,40.0,72.0,71.0,93.0,72.0,86.0,73.0,78.0,79.0,84.0,53.0,42.0,44.0,66.0,79.0,86.0,69.0,85.0,75.0,76.0,85.0,71.0,51.0,52.0,47.0,70.0,85.0,74.0,60.0,74.0,71.0,71.0,67.0,60.0,59.0,40.0,41.0,61.0,69.0
2070,12.0,18.0,27.0,17.0,29.0,24.0,33.0,20.0,20.0,24.0,22.0,19.0,29.0,27.0,22.0,36.0,39.0,27.0,27.0,18.0,26.0,28.0,33.0,41.0,29.0,42.0,62.0,44.0,41.0,26.0,39.0,37.0,15.0,48.0,40.0,26.0,38.0,31.0,39.0,35.0,40.0,33.0,39.0,36.0,31.0,31.0,46.0,51.0,51.0,100.0,42.0,54.0,35.0,28.0,49.0,41.0,36.0,44.0,49.0,38.0,49.0,40.0,37.0,25.0,33.0,26.0,28.0,38.0,32.0,41.0,66.0,45.0,47.0,29.0,43.0,43.0,37.0,27.0,21.0,26.0,20.0,34.0,27.0,43.0,25.0,22.0,23.0,29.0,44.0,35.0,25.0,32.0,21.0,21.0,25.0
2071,26.0,40.0,66.0,57.0,47.0,30.0,17.0,21.0,28.0,21.0,31.0,29.0,29.0,26.0,25.0,21.0,20.0,24.0,20.0,21.0,23.0,27.0,33.0,36.0,39.0,100.0,66.0,47.0,34.0,32.0,27.0,21.0,24.0,23.0,22.0,26.0,23.0,34.0,47.0,25.0,23.0,20.0,22.0,21.0,21.0,15.0,18.0,16.0,19.0,23.0,35.0,46.0,45.0,38.0,25.0,26.0,22.0,23.0,21.0,17.0,21.0,15.0,18.0,15.0,14.0,15.0,16.0,12.0,9.0,15.0,11.0,10.0,10.0,13.0,8.0,22.0,27.0,34.0,20.0,19.0,16.0,16.0,17.0,14.0,13.0,16.0,16.0,14.0,18.0,15.0,11.0,10.0,11.0,10.0,12.0
2072,47.0,51.0,55.0,50.0,56.0,58.0,54.0,55.0,80.0,100.0,63.0,62.0,64.0,54.0,54.0,56.0,57.0,55.0,49.0,44.0,44.0,53.0,42.0,39.0,38.0,40.0,48.0,50.0,54.0,79.0,56.0,51.0,52.0,62.0,52.0,43.0,47.0,49.0,47.0,45.0,54.0,47.0,42.0,42.0,42.0,42.0,39.0,39.0,41.0,39.0,43.0,41.0,47.0,46.0,51.0,47.0,36.0,52.0,43.0,36.0,35.0,37.0,40.0,40.0,40.0,40.0,37.0,37.0,38.0,39.0,36.0,30.0,31.0,29.0,32.0,34.0,39.0,34.0,29.0,32.0,34.0,34.0,28.0,30.0,29.0,28.0,29.0,35.0,32.0,32.0,31.0,30.0,28.0,33.0,34.0
2073,33.0,26.0,21.0,15.0,14.0,16.0,18.0,18.0,15.0,20.0,12.0,14.0,17.0,15.0,12.0,13.0,14.0,10.0,8.0,9.0,8.0,8.0,7.0,9.0,10.0,8.0,7.0,8.0,13.0,15.0,13.0,16.0,15.0,10.0,8.0,8.0,9.0,9.0,7.0,22.0,31.0,65.0,100.0,64.0,50.0,38.0,45.0,39.0,38.0,32.0,32.0,19.0,15.0,15.0,16.0,30.0,13.0,12.0,12.0,13.0,13.0,14.0,14.0,12.0,11.0,9.0,10.0,10.0,9.0,10.0,8.0,8.0,6.0,7.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0
2074,0.0,0.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,33.0,30.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,53.0,26.0,25.0,51.0,26.0,63.0,26.0,0.0,36.0,24.0,27.0,0.0,26.0,25.0,0.0,25.0,0.0,0.0,24.0,22.0,31.0,52.0,68.0,44.0,44.0,29.0,41.0,35.0,21.0,0.0,0.0,42.0,22.0,32.0,22.0,38.0,35.0,23.0,22.0,32.0,42.0,51.0,43.0,39.0,31.0,50.0,43.0,32.0,34.0,21.0,65.0,86.0,100.0,56.0,68.0,31.0,39.0,56.0,57.0,31.0,28.0,32.0,18.0,19.0,38.0,0.0,20.0,18.0,0.0,27.0,19.0,36.0,18.0,18.0,50.0
2079,15.0,10.0,14.0,24.0,16.0,14.0,14.0,14.0,15.0,12.0,15.0,23.0,26.0,24.0,21.0,19.0,24.0,26.0,57.0,31.0,31.0,26.0,26.0,37.0,26.0,29.0,38.0,24.0,21.0,24.0,18.0,20.0,39.0,28.0,24.0,20.0,25.0,39.0,41.0,100.0,80.0,52.0,35.0,86.0,45.0,29.0,23.0,20.0,23.0,21.0,26.0,28.0,34.0,21.0,18.0,31.0,49.0,41.0,32.0,27.0,22.0,28.0,21.0,20.0,17.0,18.0,22.0,17.0,34.0,31.0,23.0,24.0,21.0,21.0,15.0,13.0,13.0,12.0,16.0,17.0,16.0,15.0,14.0,19.0,15.0,13.0,13.0,13.0,21.0,9.0,10.0,11.0,18.0,10.0,9.0
2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,92.0,28.0,17.0,63.0,62.0,83.0,47.0,59.0,64.0,38.0,49.0,35.0,36.0,41.0,61.0,36.0,49.0,73.0,75.0,61.0,49.0,64.0,100.0,50.0,26.0,36.0,21.0,55.0,56.0,48.0,68.0,43.0,33.0,17.0,22.0,32.0,16.0,0.0,29.0,42.0,37.0,15.0,29.0,16.0,21.0,29.0,23.0,43.0,29.0,19.0,54.0,25.0,20.0,19.0,14.0,21.0,14.0,27.0,23.0,13.0,27.0,35.0,49.0,48.0,26.0,23.0,46.0,32.0,27.0,35.0,52.0,41.0
2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,77.0,75.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,57.0,0.0,0.0,0.0,100.0,65.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,56.0,54.0,0.0,57.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,53.0,54.0,52.0,0.0,53.0,0.0,0.0,50.0,0.0,52.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,45.0,0.0,90.0,47.0,0.0,0.0,0.0,46.0,0.0,0.0
2084,3.0,7.0,5.0,2.0,4.0,7.0,4.0,2.0,2.0,2.0,9.0,5.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,2.0,6.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,6.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,5.0,7.0,7.0,3.0,14.0,10.0,12.0,20.0,23.0,23.0,30.0,30.0,14.0,17.0,51.0,42.0,45.0,45.0,51.0,79.0,58.0,65.0,100.0,69.0,60.0,48.0,45.0,38.0,31.0
2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,55.0,0.0,0.0,75.0,0.0,0.0,0.0,59.0,0.0,56.0,54.0,52.0,0.0,0.0,49.0,53.0,0.0,0.0,0.0,0.0,48.0,47.0,48.0,44.0,0.0,0.0,0.0,0.0,46.0,48.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,45.0,44.0,0.0,41.0,46.0,0.0,0.0,69.0,0.0,68.0,0.0,0.0,43.0,100.0,0.0,40.0,0.0,40.0,0.0,0.0,41.0,0.0,0.0,40.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,93.0,29.0,39.0,0.0,0.0,55.0,29.0,28.0,55.0,46.0,25.0,100.0,26.0,46.0,25.0,45.0,30.0,23.0,46.0,23.0,37.0,0.0,31.0,21.0,0.0,0.0,43.0,39.0,20.0,40.0,0.0,22.0,22.0,43.0,41.0,20.0,20.0,56.0,34.0,0.0,32.0,28.0,38.0,18.0,0.0,18.0,26.0,35.0,17.0,36.0,18.0,26.0,18.0,18.0,19.0,25.0,29.0,19.0,0.0,35.0,18.0,28.0,24.0,32.0,17.0,35.0,36.0,18.0,17.0,35.0,16.0,17.0,28.0,23.0,34.0,32.0,32.0,16.0,16.0,15.0,16.0,24.0,23.0,16.0,27.0,20.0,16.0,30.0,31.0,22.0,15.0,15.0,15.0,37.0,21.0
2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,52.0,24.0,0.0,23.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,21.0,0.0,19.0,0.0,37.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,16.0,53.0,24.0,67.0,100.0,74.0,45.0,27.0,35.0,41.0,50.0,67.0,31.0,0.0,61.0,16.0,23.0,32.0,30.0,30.0,22.0,28.0,0.0,0.0,15.0,16.0,14.0,0.0,15.0,0.0,16.0,16.0,16.0,15.0,15.0,15.0,14.0,15.0,13.0,14.0,42.0,15.0,15.0,0.0,14.0,20.0,55.0,21.0,13.0,28.0,13.0,13.0,13.0,26.0,13.0,13.0,26.0,19.0,26.0,0.0,13.0,13.0,13.0,0.0,13.0,0.0,0.0,12.0,12.0,12.0
2091,15.0,15.0,13.0,12.0,14.0,12.0,13.0,14.0,13.0,12.0,14.0,11.0,12.0,11.0,13.0,14.0,14.0,14.0,15.0,13.0,13.0,11.0,12.0,14.0,14.0,12.0,12.0,13.0,12.0,11.0,13.0,13.0,13.0,10.0,10.0,9.0,12.0,9.0,9.0,9.0,9.0,10.0,10.0,11.0,9.0,12.0,10.0,10.0,7.0,9.0,12.0,13.0,9.0,9.0,9.0,10.0,7.0,10.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,9.0,7.0,8.0,7.0,100.0,28.0,18.0,10.0,9.0,9.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,9.0,16.0,7.0,7.0,9.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0
2092,65.0,100.0,58.0,71.0,34.0,16.0,26.0,29.0,54.0,51.0,55.0,32.0,44.0,13.0,64.0,65.0,84.0,98.0,50.0,72.0,57.0,68.0,91.0,76.0,34.0,54.0,74.0,69.0,33.0,49.0,34.0,46.0,35.0,43.0,60.0,38.0,35.0,59.0,54.0,72.0,71.0,53.0,35.0,43.0,36.0,56.0,20.0,34.0,34.0,41.0,30.0,32.0,51.0,31.0,24.0,33.0,33.0,39.0,17.0,37.0,39.0,33.0,39.0,24.0,44.0,25.0,27.0,24.0,27.0,18.0,36.0,30.0,21.0,39.0,24.0,39.0,35.0,16.0,31.0,36.0,25.0,33.0,30.0,34.0,31.0,39.0,23.0,30.0,26.0,24.0,13.0,16.0,26.0,20.0,31.0
2093,97.0,100.0,99.0,91.0,89.0,85.0,81.0,73.0,74.0,69.0,63.0,61.0,51.0,54.0,68.0,62.0,92.0,80.0,63.0,63.0,73.0,62.0,63.0,50.0,51.0,55.0,51.0,51.0,59.0,59.0,61.0,63.0,59.0,56.0,59.0,53.0,44.0,55.0,60.0,56.0,60.0,54.0,56.0,55.0,61.0,63.0,52.0,49.0,42.0,49.0,54.0,59.0,64.0,67.0,54.0,59.0,49.0,53.0,56.0,44.0,45.0,53.0,49.0,44.0,59.0,54.0,63.0,58.0,56.0,54.0,50.0,53.0,46.0,50.0,50.0,47.0,50.0,52.0,53.0,55.0,55.0,50.0,53.0,55.0,59.0,54.0,52.0,58.0,52.0,53.0,68.0,56.0,67.0,62.0,54.0
2095,28.0,59.0,58.0,39.0,41.0,21.0,15.0,32.0,21.0,35.0,23.0,74.0,36.0,27.0,32.0,35.0,38.0,23.0,30.0,63.0,100.0,53.0,21.0,27.0,30.0,22.0,25.0,20.0,34.0,39.0,23.0,25.0,25.0,16.0,23.0,13.0,26.0,10.0,13.0,26.0,15.0,12.0,15.0,21.0,14.0,28.0,20.0,18.0,16.0,7.0,12.0,9.0,14.0,14.0,10.0,17.0,13.0,10.0,7.0,7.0,7.0,0.0,30.0,29.0,22.0,11.0,5.0,11.0,11.0,9.0,8.0,4.0,4.0,14.0,7.0,10.0,19.0,12.0,8.0,8.0,10.0,6.0,4.0,12.0,10.0,12.0,8.0,14.0,12.0,4.0,10.0,4.0,0.0,6.0,4.0
2096,5.0,6.0,9.0,15.0,15.0,13.0,10.0,8.0,17.0,20.0,16.0,20.0,14.0,14.0,13.0,22.0,22.0,21.0,15.0,19.0,21.0,44.0,65.0,38.0,37.0,81.0,69.0,78.0,80.0,76.0,61.0,62.0,54.0,69.0,61.0,60.0,51.0,52.0,55.0,56.0,93.0,83.0,90.0,73.0,72.0,93.0,97.0,71.0,58.0,66.0,100.0,78.0,77.0,85.0,61.0,61.0,53.0,45.0,47.0,50.0,53.0,49.0,65.0,56.0,70.0,72.0,47.0,38.0,41.0,45.0,41.0,55.0,55.0,47.0,61.0,44.0,36.0,33.0,41.0,36.0,28.0,29.0,27.0,29.0,36.0,35.0,50.0,55.0,48.0,48.0,47.0,46.0,36.0,53.0,44.0
2097,46.0,53.0,49.0,58.0,51.0,44.0,40.0,100.0,93.0,83.0,70.0,62.0,49.0,49.0,44.0,41.0,37.0,34.0,33.0,46.0,43.0,32.0,41.0,69.0,61.0,47.0,44.0,40.0,42.0,39.0,30.0,57.0,45.0,37.0,36.0,31.0,38.0,31.0,27.0,27.0,25.0,27.0,32.0,48.0,45.0,36.0,66.0,34.0,32.0,33.0,27.0,60.0,47.0,37.0,30.0,28.0,26.0,32.0,25.0,21.0,21.0,20.0,24.0,28.0,24.0,18.0,18.0,21.0,17.0,18.0,22.0,41.0,34.0,18.0,17.0,17.0,12.0,12.0,12.0,10.0,15.0,53.0,15.0,12.0,16.0,15.0,17.0,17.0,13.0,20.0,12.0,15.0,12.0,11.0,13.0
2098,100.0,97.0,100.0,92.0,95.0,88.0,84.0,81.0,76.0,87.0,82.0,85.0,85.0,86.0,84.0,83.0,72.0,79.0,69.0,64.0,56.0,62.0,63.0,63.0,69.0,69.0,67.0,70.0,67.0,62.0,60.0,56.0,52.0,61.0,62.0,58.0,54.0,55.0,72.0,64.0,58.0,55.0,62.0,50.0,52.0,57.0,69.0,62.0,57.0,54.0,57.0,53.0,54.0,54.0,52.0,45.0,44.0,49.0,50.0,47.0,46.0,43.0,51.0,51.0,50.0,51.0,47.0,48.0,46.0,45.0,53.0,52.0,49.0,46.0,46.0,48.0,45.0,47.0,43.0,44.0,42.0,47.0,51.0,52.0,55.0,58.0,58.0,53.0,51.0,47.0,50.0,49.0,41.0,48.0,50.0
2100,28.0,22.0,27.0,23.0,20.0,12.0,13.0,13.0,8.0,17.0,13.0,15.0,15.0,9.0,15.0,15.0,13.0,7.0,0.0,14.0,7.0,20.0,14.0,6.0,11.0,12.0,8.0,17.0,14.0,8.0,10.0,5.0,8.0,8.0,7.0,17.0,5.0,13.0,12.0,7.0,4.0,6.0,9.0,8.0,6.0,12.0,8.0,5.0,7.0,16.0,13.0,9.0,23.0,100.0,60.0,44.0,54.0,58.0,38.0,28.0,48.0,41.0,68.0,39.0,17.0,23.0,18.0,28.0,33.0,22.0,26.0,43.0,30.0,34.0,27.0,23.0,17.0,20.0,16.0,13.0,21.0,11.0,18.0,13.0,10.0,13.0,15.0,9.0,14.0,26.0,19.0,13.0,16.0,22.0,7.0
2101,88.0,0.0,81.0,77.0,80.0,75.0,0.0,0.0,0.0,0.0,69.0,70.0,0.0,64.0,0.0,61.0,65.0,60.0,0.0,64.0,63.0,60.0,57.0,0.0,0.0,0.0,60.0,54.0,0.0,57.0,61.0,60.0,0.0,59.0,55.0,56.0,55.0,0.0,0.0,0.0,54.0,0.0,52.0,51.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,51.0,0.0,0.0,53.0,53.0,52.0,50.0,0.0,0.0,92.0,50.0,0.0,48.0,0.0,50.0,0.0,0.0,47.0,0.0,61.0,0.0,0.0,46.0,42.0,45.0,0.0,44.0,0.0,42.0,45.0,0.0,43.0,0.0,42.0,0.0,41.0,0.0,0.0,44.0,0.0,42.0,0.0,0.0
