,index,Artist ID,Primary Artist,Added At,Release Date,Days Until Discovery,Followers,Genres,Artist Popularity,First Popularity Peak,Popularity When Discovered
133,133,0sRVVDpgF2sKzPBkDszzUl,Laurel Halo,2017-06-29T20:09:17Z,2015-09-25,643.0,37536,"['ambient', 'art pop', 'bass music', 'electra', 'escape room', 'experimental pop', 'fluxwork', 'footwork', 'fourth world', 'gauze pop', 'grave wave', 'hauntology', 'mandible', 'microhouse', 'outsider house', 'vaporwave', 'witch house']",38,2012-06-01,35.0
134,134,0srVTNI2U8J7vytCTprEk4,These New South Whales,2019-09-23T03:36:43Z,2017-08-25,759.0,4212,['australian garage punk'],37,2018-06-01,0.0
135,135,0t2OCIx3V1iZ8pA8bxHzz6,Ensemble Supersonus,2019-06-22T05:01:08Z,2019-06-21,1.0,113,[],9,,
136,136,0tIODqvzGUoEaK26rK4pvX,Sun Ra,2019-09-05T22:44:17Z,2014-04-03,1981.0,83869,"['art rock', 'avant-garde jazz', 'experimental', 'experimental rock', 'free improvisation', 'free jazz', 'jazz funk', 'no wave', 'spiritual jazz']",47,2014-05-01,30.0
137,137,0tMnuEXTeJeHbslcV8OybJ,Drugdealer,2017-08-01T23:05:55Z,2016-09-09,326.0,53601,"['freak folk', 'indie garage rock', 'indie rock', 'neo-psychedelic']",55,2019-04-01,19.193548387096776
138,138,0taCSk8CSQVl8RZhV4tU5N,William Doyle,2019-09-06T16:29:43Z,2019-09-04,2.0,1344,"['chamber psych', 'collage pop']",31,2012-01-01,45.4
139,139,0teb8J1T7OwcAQlBxRnPVd,Fell Runner,2018-06-26T00:57:18Z,2015-08-18,1043.0,976,[],24,2013-12-01,26.8
140,140,0ty2lxzPnKWRfQd18OuAvM,Chris Dave,2017-12-07T23:35:43Z,2017-02-24,286.0,3391,[],29,2017-05-01,42.483870967741936
141,141,0u04Yo3YXdFxev4ZE0AZx7,Def Sound,2015-01-04T19:58:36Z,2013-05-07,607.0,964,['la pop'],30,2012-01-01,59.645161290322584
142,142,0unydCSm9ARiINdrNqugDg,Hannah Williams,2017-07-17T19:02:18Z,2016-11-11,248.0,9567,['retro soul'],43,2017-07-01,89.03225806451613
143,143,0uyK6faAhm4CYcf1OhP38V,Funky Knuckles,2015-12-29T00:19:48Z,2014-01-21,707.0,20099,"['instrumental funk', 'modern funk', 'neo r&b']",39,2014-08-01,25.258064516129032
144,144,0v2oB2xMS64U3lcU5DFuCY,Peven Everett,2013-11-05T10:19:09Z,2013-07-15,113.0,12355,"['broken beat', 'chicago house', 'deep house', 'neo soul']",51,2017-05-01,23.333333333333332
145,145,0vGYvd52hokoir5xE6fmnD,Busman's Holiday,2016-10-14T16:29:33Z,2016-10-14,0.0,2200,['indiana indie'],26,2012-07-01,50.096774193548384
146,146,0vzIIaS5OpVYWPvJLzc95P,Crystal Beth,2019-10-15T18:26:55Z,2019-10-14,1.0,15,[],2,2017-03-01,
147,147,0w1RQjkLFHpokbFNikYbPN,Talaboman,2019-02-09T07:12:10Z,2017-03-03,708.0,14818,"['float house', 'microhouse']",35,2017-03-01,9.0
148,148,0wJIP9Wlhn3aSLLaB31IK3,Arima Ederra,2019-06-11T02:21:20Z,2018-10-10,244.0,2617,"['alternative r&b', 'neo r&b']",26,2013-05-01,33.63333333333333
149,149,0wV9UVu9rp9YWS3zhTN8OU,Eureka The Butcher,2016-07-24T05:41:13Z,2016-03-18,128.0,1544,[],15,2013-07-01,28.70967741935484
150,150,0wa2gcQi5m1FUc7cvK5ckc,Heim,2016-07-31T03:25:08Z,2015-09-18,317.0,402,[],3,2013-08-01,37.0
151,151,0wvrrR4SNzBuuU9YTTiuB9,Daniel Felsenfeld,2016-11-11T17:09:21Z,2013-03-15,1337.0,24,[],22,2014-09-01,42.63333333333333
152,152,0x3sTIYnP56TnL6bbyMU2i,C Duncan,2016-08-04T21:51:36Z,2016-02-19,117.0,17118,"['chamber psych', 'scottish indie']",41,2015-12-01,18.870967741935484
153,153,0xBkYJzwFzcIYev4fOkvk0,Matmos,2014-09-09T00:27:39Z,2013-02-19,3.0,22598,"['drill and bass', 'experimental rock', 'freak folk', 'glitch', 'hyperpop', 'intelligent dance music', 'queercore']",32,2012-08-01,15.7
154,154,0xpJGyjbEzkWSNfcf2tcMl,Intervals,2017-08-16T05:32:22Z,2015-12-04,621.0,95711,"['djent', 'instrumental rock']",51,2014-03-01,66.45161290322581
155,155,0yLmsf6RBPYqm6hvFJCPg6,Taylor McFerrin,2014-05-31T18:36:59Z,2014-06-10,0.0,42881,"['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b', 'wonky']",49,2014-06-01,100.0
156,156,0yd6o6a2MaOjsF1SglI4Hw,HMLTD,2016-12-01T04:07:36Z,2016-11-08,23.0,17501,"['english indie rock', 'london indie']",38,2017-10-01,24.032258064516128
157,157,0ygIgsjUzKivFgxgjQ9iV9,Jacques Greene,2017-01-10T23:58:30Z,2016-10-20,82.0,57699,"['art pop', 'bass music', 'canadian electronic', 'electronica', 'escape room', 'float house', 'fluxwork', 'future garage', 'indie r&b', 'indie soul', 'indietronica', 'microhouse', 'new rave', 'wonky']",52,2012-07-01,28.29032258064516
158,158,0yrzenuzq46YnfnkqaAW4D,Diggs Duke,2014-06-13T02:28:34Z,2013,23.0,7461,"['indie jazz', 'neo r&b']",32,2014-02-01,55.06666666666666
159,159,0zGRuj0aQ3mM6i2dQoO8h0,Mid-Air Thief,2018-12-05T21:18:42Z,2018-07-31,127.0,10346,"['folktronica', 'korean indie rock']",40,2019-08-01,66.25806451612902
160,160,0zkI8Gci7muk180ACGwlxh,Dark Rooms,2017-02-07T23:56:53Z,2017-01-04,34.0,12465,['la pop'],39,2017-10-01,45.75
161,161,0zodxoaogKBIOzB0c0zFUO,Mega Bog,2019-04-12T15:50:18Z,2019-04-12,0.0,4111,"['chamber psych', 'experimental pop', 'freak folk', 'garage psych', 'indie folk']",33,2015-02-01,49.4
162,162,10GT4yz8c6xjjnPGtGPI1l,Franc Moody,2019-07-21T22:33:10Z,2018-03-27,481.0,34146,"['deep house', 'indie soul', 'new french touch', 'nu disco']",59,2019-10-01,55.35483870967742
163,163,10NEMYLJwVvYSvtvZn5Ipz,The Soul Rebels,2013-06-11T20:29:36Z,2012-01-01,527.0,21127,"['brass band', 'new orleans funk', 'second line', 'street band']",50,2013-08-01,25.9
164,164,1111ivBPyEwa1mdOB2SA0X,Zenobia,2019-10-15T18:25:38Z,2019-04-12,186.0,577,['arab electronic'],19,2018-01-01,
165,165,11O8jS9NNmewQkpiGXu0eb,Helms Alee,2019-05-24T17:54:15Z,2019-04-26,28.0,12624,"['drone metal', 'gaian doom', 'post-doom metal', 'post-metal', 'seattle indie', 'sludge metal', 'stoner metal']",30,2014-02-01,34.03225806451613
166,166,11dMqVZY4PHgVL80tejvHK,Omar Souleyman,2014-08-10T21:30:20Z,2013-10-21,293.0,46186,"['arab pop', 'dabke', 'syrian pop']",45,2013-10-01,41.12903225806451
167,167,11zHPjHnZN0ACA50rSnTcy,Nada Surf,2012-02-17T03:18:57Z,2012-01-01,47.0,117776,['power pop'],53,2012-02-01,80.65517241379311
168,168,12AnGvqOxseM5VJLyO5yBs,Erlend Øye,2018-04-06T17:28:34Z,2014-10-03,1281.0,95069,"['alternative dance', 'bergen indie']",50,2013-08-01,24.8
169,169,12Av6pjGrpX0wfTTyXNsyP,Dos Santos,2018-07-18T04:10:56Z,2018-06-15,33.0,2532,['latin afrobeat'],21,2013-10-01,35.74193548387097
170,170,12fRkVfO2fUsz1QHgDAG3g,Julia Jacklin,2019-05-19T17:07:40Z,2019-02-22,86.0,87679,"['art pop', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'sydney indie']",60,2019-02-01,34.03225806451613
171,171,12tZvy2xFpWSkuJ3FsfisZ,Weval,2016-05-17T02:20:03Z,2016-04-22,25.0,90092,"['electronica', 'french indietronica', 'indie soul', 'microhouse', 'minimal techno', 'new rave']",56,2014-04-01,33.483870967741936
172,172,1381XvWSV6KUopgt1spIJH,MindsOne & Kev Brown,2015-01-01T19:43:18Z,2014-04-01,275.0,237,[],0,,
173,173,13peDbMKVZpn5nanRC96WJ,Thumpasaurus,2019-03-15T03:56:55Z,2018-07-24,234.0,3313,[],30,2019-03-01,70.96774193548387
174,174,14Im3li8h1ehG6eM3lersk,Shaun Martin,2018-05-01T17:48:38Z,2015-07-07,1029.0,15610,['neo r&b'],36,2014-01-01,33.67741935483871
175,175,14nSwnnRivPDPNGGOZjwk6,Bokanté,2017-07-11T21:31:37Z,2017-06-09,32.0,6651,[],24,2017-07-01,73.03225806451613
176,176,15e0X6NuMsVuHi7AZhcfyI,James Holden,2019-02-19T19:58:18Z,2017-11-03,473.0,38250,"['electronica', 'microhouse', 'minimal techno', 'uk experimental electronic']",41,2013-06-01,19.964285714285715
177,177,15lOM8PWY9pXQoURZwSZlK,Shad,2013-08-06T08:55:55Z,2013-07-30,7.0,26319,"['canadian hip hop', 'conscious hip hop']",43,2015-03-01,32.83870967741935
178,178,163tK9Wjr9P9DmM0AVK7lm,Lorde,2013-08-15T01:08:40Z,2012,592.0,5017441,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']",80,2014-01-01,20.741935483870968
179,179,16GcWuvvybAoaHr0NqT8Eh,Alabama Shakes,2012-02-17T08:14:09Z,2012-01-31,17.0,1273476,"['alabama indie', 'folk-pop', 'funk', 'stomp and holler']",67,2013-02-01,13.931034482758621
180,180,16lg8y62dC3J6ok1pNAbFJ,Craft Spells,2017-11-12T00:17:54Z,2014-06-10,1251.0,90685,"['chillwave', 'dream pop', 'indie garage rock', 'indie pop', 'indietronica', 'noise pop', 'nu gaze', 'shimmer pop']",50,2012-05-01,22.6
181,181,16rCzZOMQX7P8Kmn5YKexI,Mahalia,2019-09-30T17:57:17Z,2019-09-06,24.0,269435,"['alternative r&b', 'indie anthem-folk', 'indie r&b', 'indie soul', 'pop', 'uk contemporary r&b']",73,2012-04-01,91.0
182,182,172WdsNGJYNNXVNQ1tXfrB,Ata Kak,2019-08-02T03:22:12Z,2015-03-03,1613.0,14538,['afro psych'],36,2017-06-01,10.451612903225806
183,183,17UUkxLWmRP5P47W5kwVVb,Xenia Rubinos,2016-07-15T23:13:11Z,2016-06-03,42.0,19870,"['brooklyn indie', 'lo star']",40,2016-06-01,54.806451612903224
184,184,17Zu03OgBVxgLxWmRUyNOJ,Knxwledge,2019-02-21T20:01:15Z,2015-05-05,1388.0,82147,"['abstract beats', 'alternative hip hop', 'chillhop', 'underground hip hop', 'wonky']",62,2016-10-01,24.25
185,185,17czHqI0Lwj2V3htvm8afG,Gavin Turek,2017-08-17T21:45:41Z,2017-02-17,181.0,21832,['alternative r&b'],47,2018-06-01,65.80645161290323
186,186,18Q7WIzhegYavOQpEHURUB,Eleni,2019-09-23T17:49:20Z,2016-10-03,1085.0,1450,[],26,2018-05-01,10.0
187,187,18TNVFTJ6WfeicsMRrdJHI,Metz,2017-09-21T05:36:29Z,2017-08-24,28.0,46423,"['canadian punk', 'dance-punk', 'garage psych', 'garage rock', 'indie punk', 'noise pop', 'noise rock', 'nu gaze', 'post-hardcore']",39,2011-12-01,78.6
188,188,18zqvHBEzvo7q6rFsgVrfW,Raz Simone,2017-01-08T05:54:48Z,2015-01-29,710.0,13128,[],40,2017-03-01,29.387096774193548
189,189,196lKsA13K3keVXMDFK66q,The Avett Brothers,2017-03-12T23:05:53Z,2016-06-24,261.0,738281,"['folk-pop', 'indie folk', 'new americana', 'north carolina indie', 'progressive bluegrass', 'stomp and holler']",69,2012-09-01,15.838709677419356
190,190,19KpCg8O15A2eZ416EyFdw,Antonio Sánchez,2018-12-05T21:18:42Z,2018-11-16,19.0,20449,['jazz drums'],40,2016-02-01,63.16129032258065
191,191,19f2JXwlRU26376TCKmp6L,GoGo Penguin,2016-02-05T22:41:02Z,2014-03-17,0.0,113173,"['british jazz', 'contemporary jazz', 'indie jazz', 'jazztronica', 'nu jazz', 'progressive jazz fusion']",53,2016-02-01,93.44827586206897
192,192,1A4fV156Nn6rWIE8jk5ZpT,BOSCO,2016-07-15T23:16:34Z,2015-06-02,409.0,11852,['alternative r&b'],39,2011-12-01,50.483870967741936
193,193,1A9o3Ljt67pFZ89YtPPL5X,Snoh Aalegra,2016-09-26T16:28:49Z,2016-04-08,171.0,219585,"['alternative r&b', 'indie r&b', 'indie soul', 'scandinavian r&b', 'swedish soul']",70,2019-08-01,4.266666666666667
194,194,1AEcpjnSCmm53IBZQo3g9z,Dâm-Funk,2016-06-20T16:41:44Z,2015-09-04,290.0,35621,"['popping', 'wonky']",51,2013-10-01,0.0
195,195,1AQqTYQoz0RHAEUz75nE2D,The Colorist Orchestra,2017-01-08T03:49:49Z,2016-12-09,30.0,2932,[],34,2016-12-01,65.03225806451613
196,196,1AWNf5CLnHH4oM1hcHiVeV,The Cool Kids,2017-06-13T18:51:26Z,2017-03-24,81.0,92322,"['alternative hip hop', 'chicago rap', 'hip hop', 'pop rap', 'southern hip hop', 'underground hip hop']",47,2018-10-01,8.433333333333334
197,197,1BJ3AMFj1KXQnRIpfuRzxI,Banda Magda,2019-02-22T08:44:55Z,2017-09-15,525.0,4959,[],25,2014-09-01,19.07142857142857
198,198,1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON,2017-08-29T20:19:26Z,2017-08-25,4.0,1057614,"['boy band', 'hip hop', 'pop rap', 'rap']",82,2018-09-01,28.129032258064516
199,199,1C2Gz0VQuVWtaLWd54ujI5,EMMANUELLE,2018-04-06T17:48:05Z,2016-05-27,679.0,6717,[],40,2013-02-01,28.8
200,200,1CMml5seBEaxQzlmaGxMPx,The Buttertones,2017-12-07T20:23:02Z,2014-01-22,1415.0,58092,"['indie garage rock', 'indie surf']",55,2018-05-01,36.774193548387096
201,201,1CS1JV6wZUIf5hbsWoiH1M,Donny McCaslin,2016-10-18T16:55:56Z,2016-10-14,4.0,17129,"['contemporary jazz', 'contemporary post-bop', 'progressive jazz fusion']",33,2016-01-01,41.61290322580645
202,202,1CghIboTgOpw0iYLR5DC9l,Tal National,2017-01-07T23:28:22Z,2015-04-14,634.0,2092,"['afro-funk', 'afropop']",14,2014-05-01,34.87096774193549
203,203,1DyzeQOXBAo1tuMIC9hLEs,Pollyn,2017-08-16T18:23:12Z,2016-05-13,11.0,1503,[],16,2012-04-01,23.516129032258064
204,204,1E9yHU4MUlqMm3VTbYHiBe,Elle Mynd,2017-05-11T23:40:31Z,2017-04-02,39.0,6,[],0,,
205,205,1EULJuDFWpZ9xg4YwtUGGt,Daniel Avery,2018-04-06T18:21:55Z,2018-04-06,0.0,57444,"['ambient techno', 'electronica', 'float house', 'microhouse', 'minimal techno', 'shiver pop']",46,2013-10-01,62.4
206,206,1ElioVXkBXbxZHPg1J4amN,Bear In Heaven,2016-07-31T03:54:54Z,2014-08-05,726.0,25718,"['brooklyn indie', 'chillwave', 'indietronica', 'nu gaze']",31,2012-04-01,4.0
207,207,1EpyA68dKpjf7jXmQL88Hy,Noname,2018-09-18T02:18:54Z,2018-09-14,0.0,376971,"['alternative r&b', 'chicago rap', 'escape room', 'hip hop', 'indie soul', 'pop rap', 'rap']",66,2018-09-01,75.4
208,208,1FGfJBdp4l7sELXNf92jrT,Three Trapped Tigers,2016-09-29T22:54:37Z,2012-03-05,181.0,17453,"['british math rock', 'british post-rock', 'instrumental math rock', 'instrumental rock', 'math pop']",32,2012-03-01,22.7
209,209,1FTn5osUbCr8n7WgYmbK5m,Suzanne Kraft,2017-07-23T00:53:12Z,2016-12-14,221.0,11720,"['balearic', 'float house', 'fourth world']",41,2012-09-01,50.677419354838705
210,210,1FVo44KTXqxo3JxXADWTd9,Call Super,2018-06-14T18:34:11Z,2017-11-10,216.0,10033,"['ambient techno', 'bass music', 'float house', 'fluxwork', 'outsider house']",31,2012-07-01,48.666666666666664
211,211,1FoKQpDY5wj8JLWH6mpjEj,Elephant ,2017-02-02T23:42:19Z,2016-04-01,307.0,3379,[],23,2014-12-01,64.0
212,212,1FvjvACFvko2Z91IvDljrx,Mick Jenkins,2016-11-15T19:04:41Z,2016-09-23,53.0,321321,"['chicago rap', 'conscious hip hop', 'drill', 'hip hop', 'pop rap', 'rap', 'underground hip hop']",65,2016-09-01,36.0
213,213,1G53axgcQLgCHvjEVXbv5G,Four,2018-08-13T00:37:32Z,2018-07-27,17.0,62,[],13,2015-08-01,30.161290322580644
214,214,1GHJ2yDZhTLodOfqimd6ZK,Hush Moss,2018-01-03T22:14:49Z,2017-09-15,110.0,4266,[],38,2016-09-01,28.193548387096776
215,215,1GNuumO9mu72hz4nwjEa9D,sakehands,2019-03-13T20:52:52Z,2018-09-07,129.0,1816,[],35,2018-12-01,27.29032258064516
216,216,1Goe2NezNnym45kco2xTk6,Nick Hakim,2017-07-18T04:14:54Z,2014-07-14,1100.0,82448,"['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b']",53,2017-05-01,52.516129032258064
217,217,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2018-10-16T03:06:20Z,2018-10-05,11.0,9720610,"['dance pop', 'pop']",88,2019-02-01,42.74193548387097
218,218,1ILwJ5zliBLMsRARQJjOMp,Aim,2017-06-27T20:10:02Z,2017-02-24,123.0,46818,"['acid jazz', 'big beat', 'electronica', 'indie soul', 'ninja', 'nu jazz', 'trip hop', 'turntablism']",53,2011-12-01,44.0
219,219,1IrYXwF2Ebm5mbH4U0sowB,The Leprechaun,2016-09-12T23:56:40Z,2012-08-27,1477.0,1984,[],12,2017-03-01,30.6
220,220,1JSPpoXFLcEG2WhYlvmHPJ,Yosi Horikawa,2019-02-08T23:50:55Z,2013-06-24,2055.0,25983,"['abstract beats', 'japanese experimental']",42,2013-07-01,27.285714285714285
221,221,1JrFtL3TcqqLeCYcJOoMvm,Real Don Music,2015-04-03T22:39:25Z,2013-08-01,254.0,392,[],5,2011-12-01,0.0
222,222,1JyLSGXC3aWzjY6ZdxvIXh,The Fearless Flyers,2018-04-07T02:26:48Z,2018-03-30,8.0,47430,"['instrumental funk', 'modern funk']",47,2018-03-01,30.8
223,223,1K7GjRGPXx2I8FJ1iBW85L,Raf Riley,2016-07-15T23:15:30Z,2015-07-21,360.0,3112,['electronic trap'],42,2012-02-01,15.96774193548387
224,224,1KeJhR0ENFviw187pD4LPT,Blu,2017-05-31T03:31:42Z,2015-06-23,708.0,78510,"['alternative hip hop', 'boom bap', 'hip hop', 'southern hip hop', 'underground hip hop']",56,2012-12-01,51.0
225,225,1KvWSkU2qrxVTpkMgdMqqF,LAKE,2018-10-20T23:26:38Z,2017-04-07,561.0,11486,['olympia wa indie'],37,2013-07-01,60.41935483870968
226,226,1LDP13QECfsKooq6Jt7anT,No Baby,2019-08-07T04:04:04Z,2019-08-07,0.0,44,[],2,2011-12-01,62.096774193548384
227,227,1LeVJ5GPeYDOVUjxx1y7Rp,Unknown Mortal Orchestra,2014-12-03T06:59:50Z,2013-10-22,30.0,479771,"['chillwave', 'indie pop', 'indie rock', 'indie soul', 'indietronica', 'neo-psychedelic', 'new rave', 'portland hip hop']",68,2013-02-01,14.903225806451612
228,228,1M0SaqehFKotdDypht7caJ,Astro,2015-03-02T00:20:34Z,2014-12-02,90.0,2188,[],12,2011-12-01,39.935483870967744
229,229,1MSxOmIt7uYgvPydd1tU8F,Photay,2015-01-14T01:08:50Z,2014-09-09,127.0,32763,"['chillwave', 'wonky']",47,2015-03-01,61.354838709677416
230,230,1MhtYlJvUqfd2EgHSQTGK4,Jim James,2017-08-03T21:26:40Z,2013-01-01,1675.0,77643,"['folk-pop', 'funk', 'indie folk', 'indie rock', 'louisville indie', 'new americana', 'shiver pop', 'stomp and holler']",54,2013-02-01,30.903225806451612
231,231,1NOtlIr1BeewiY7mrOrfFV,Blue Note All-Stars,2017-10-02T20:25:09Z,2017-09-29,3.0,3452,[],29,2016-03-01,78.90322580645162
232,232,1NS04rPtsyC8aRGh065pIw,Eiji Nakayama,2019-09-06T17:38:32Z,2018-02-23,560.0,97,['japanese jazz'],7,,
233,233,1O2VulbbbvMGmRvJbpckxx,Alex Mercado Trio,2016-04-03T05:39:13Z,2014-06-06,667.0,2876,['jazz mexicano'],20,2014-02-01,0.0
234,234,1O3wYcUD08X9yb6J3xaw5M,Kate Tempest,2015-03-02T19:42:12Z,2014-05-19,7.0,104142,"['chamber psych', 'lgbtq+ hip hop', 'slam poetry']",54,2017-06-01,49.03225806451613
235,235,1O9iHQjrVuiAYOJFCBeFSl,serpentwithfeet,2017-05-13T21:08:34Z,2016-09-02,253.0,45965,"['art pop', 'escape room']",44,2018-06-01,11.225806451612904
236,236,1OmdWpAh1pucAuZPzJaxIJ,Calexico,2019-05-03T22:38:42Z,2019-05-02,1.0,136121,"['alternative country', 'chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'roots rock', 'singer-songwriter', 'slow core', 'stomp and holler', 'tucson indie']",56,2012-09-01,42.96774193548387
237,237,1Q3vyHmUHwacqnLGstlLMS,Ryan Power,2019-08-10T07:20:41Z,2017-10-20,659.0,1229,[],21,2017-03-01,41.483870967741936
238,238,1QDou4hCker2eGblLzIq80,Alan Pasqua,2018-02-06T23:47:19Z,2017-11-17,81.0,2964,['jazz piano'],33,2012-09-01,78.21428571428571
239,239,1QfEfvB62EEl4upf2ANKkR,Pip Millett,2019-05-14T05:12:54Z,2019-02-08,95.0,20389,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",54,2019-04-01,59.193548387096776
240,240,1R4GxRuSVTPSb6oy56SPST,Gabriel Garzón-Montano,2014-09-05T06:22:31Z,2014-02-10,3.0,54169,"['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b']",48,2014-11-01,11.666666666666668
241,241,1R84VlXnFFULOsWWV8IrCQ,Panda Bear,2016-07-11T20:21:49Z,2015-01-12,546.0,142524,"['alternative dance', 'art pop', 'chamber pop', 'chillwave', 'collage pop', 'dance-punk', 'dream pop', 'experimental pop', 'freak folk', 'garage psych', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'new rave', 'noise pop', 'noise rock', 'nu gaze']",57,2015-01-01,24.70967741935484
242,242,1RtQ5z4H1VISmdg0odatF8,△▃△▓,2017-11-09T23:41:57Z,2017-11-01,8.0,5350,['experimental electronic'],21,,
243,243,1RyvyyTE3xzB2ZywiAwp0i,Future,2017-05-24T19:23:32Z,2017-05-23,1.0,8140876,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",89,2015-10-01,27.451612903225808
244,244,1S0vL284jxZYKtZQ2jsQ2X,Melody's Echo Chamber,2013-04-20T17:48:11Z,2012-09-25,207.0,145878,"['chillwave', 'freak folk', 'french shoegaze', 'indie garage rock', 'indie pop', 'indietronica', 'neo-psychedelic', 'noise pop', 'nu gaze', 'shiver pop']",53,2018-06-01,49.333333333333336
245,245,1S5IMPzZInvjin164cJ0Zs,Breastfist,2018-02-03T05:10:18Z,2012-05-24,2081.0,1344,[],15,2014-05-01,0.0
246,246,1S5jf5XWhQTMjGZQxCH0AJ,The Midnight Hour,2018-05-18T18:45:06Z,2018-05-18,0.0,8073,['indie jazz'],43,2013-10-01,50.32258064516129
247,247,1SE144wEx5NYxXBKH5mOqy,Jesse Harris,2016-05-27T20:44:48Z,2015-02-10,472.0,2557,[],28,2012-07-01,39.12903225806452
248,248,1SFqXNEGetmMW6VPZseNqy,Kelly Moran,2017-04-11T20:35:53Z,2017-03-24,7.0,8976,"['ambient', 'art pop', 'electra', 'fluxwork', 'fourth world', 'mandible', 'new isolationism']",38,2017-04-01,69.93333333333334
249,249,1SJSnoggDVPSbOqpIn2yAg,Jafu,2013-09-07T04:32:53Z,2013-03-11,180.0,2726,[],25,2019-08-01,11.3
250,250,1TEhUu0FjL0mIBiZPH90PI,Paweł Szamburski,2019-10-21T17:21:22Z,2019-03-30,205.0,139,[],14,,
251,251,1TGyEDXHDYwHNB012Otfhj,Joomanji,2017-07-15T00:07:45Z,2013-02-01,1625.0,25617,"['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b']",48,2018-06-01,27.032258064516128
252,252,1TTfuOdEtj8lin2zR4OWmP,Flock of Dimes,2017-03-06T22:57:42Z,2016-09-23,164.0,9097,['baltimore indie'],43,2016-09-01,23.67741935483871
253,253,1TsG4AumsMt1Tcq2nHpov9,"Lee ""Scratch"" Perry",2019-10-03T17:41:57Z,2019-10-02,1.0,101004,"['dub', 'reggae', 'rock steady', 'roots reggae', 'ska']",54,2012-05-01,
254,254,1U0FaHAc4fcwQcYEJFgkm9,Balmorhea,2017-09-26T01:42:39Z,2017-09-22,4.0,106213,"['background music', 'bow pop', 'compositional ambient', 'focus', 'melancholia', 'neoclassical', 'post-rock']",58,2012-09-01,32.93333333333334
255,255,1U0sIzpRtDkvu1hXXzxh60,Kelela,2018-10-15T03:45:04Z,2018-10-05,10.0,204018,"['alternative r&b', 'art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'indie r&b', 'indie soul']",58,2017-10-01,15.064516129032258
256,256,1U1el3k54VvEUzo3ybLPlM,Kali Uchis,2018-01-22T07:56:43Z,2018-01-12,0.0,752437,"['art pop', 'colombian pop', 'pop']",77,2018-04-01,51.58064516129032
257,257,1UC8QBhdrzQGgnGPcdEMDd,Myele Manzanza,2014-04-06T19:51:47Z,2013-09-02,216.0,842,[],14,2013-06-01,43.8
258,258,1UKWYyN1s3gLyFIqYdiIek,Levi Watson,2019-01-22T03:21:55Z,2018-05-13,254.0,185,[],22,2016-09-01,45.83870967741936
259,259,1UXCB5V3DpKjiTGkVodQYA,SQÜRL,2016-05-27T20:44:32Z,2014-04-08,780.0,15688,[],40,2014-02-01,15.129032258064516
260,260,1UgdtCiGMgNOC84sgnNRNz,Kinley Lange,2013-02-08T05:59:25Z,2012-06-05,248.0,14,[],9,,
261,261,1VDPAfWTWRod94OgMdOKHY,Ljuba Davis Ladino Ensemble,2012-07-05T09:54:42Z,2012-04-13,83.0,10,[],0,,
262,262,1VFYpTpgmp7ANXqok2dTg3,The Body,2016-11-14T22:14:18Z,2016-03-18,241.0,27387,"['dark jazz', 'drone metal', 'experimental', 'noise rock', 'post-doom metal', 'post-metal', 'rhode island indie', 'sludge metal', 'stoner metal']",40,2012-02-01,60.53333333333333
263,263,1VgjAK52kjkQJQQRhTn02t,Moonchild,2013-02-08T05:59:25Z,2012-04-27,0.0,92019,"['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b', 'neo soul']",57,2019-09-01,29.857142857142858
264,264,1VuDXcZRFMb2Kcv04m9Wj3,ELEW,2019-09-06T03:41:28Z,2019-07-19,49.0,3097,['classify'],37,2013-03-01,15.8
265,265,1W4itxt3vwhmrgLEBuVHJ6,Vundabar,2018-12-05T21:50:38Z,2017-10-20,411.0,41281,"['boston indie', 'indie garage rock']",52,2019-02-01,52.83870967741935
266,266,1WCaYWO3WfBdA8Dl1OqfZz,Estère,2017-10-02T23:19:51Z,2015-03-06,941.0,3750,['neo r&b'],20,2013-10-01,0.0
267,267,1WqaSsmTsEnuOxAwkoe2L8,Joseph Connor,2019-07-24T01:44:08Z,2017-02-17,887.0,15,[],8,2016-02-01,30.645161290322584
268,268,1XE5IocFl74QzwZE3qUATj,Malcolm Parson,2014-09-05T06:22:31Z,2013-11-08,301.0,19,[],5,,
269,269,1XgWaXMv4Qi10XLZUppwUg,Walt Wagner,2017-10-25T22:36:37Z,2017-10-25,0.0,360,[],12,2011-12-01,63.54838709677419
270,270,1Xv4zUe8zvMow6fp6T2U0w,Jimmie Herrod,2018-12-06T01:06:24Z,2018-12-01,5.0,341,[],23,2019-08-01,59.35483870967742
